Hash,Filename,New Function Signature,Old Function Signature
9896c2f10ba1e74bb2bccd9699b87e78b60c8991,HttpUrl.java,query(String query),"query(String input, int pos, int limit)"
fada82ca036bad8962f911d83fc325e6f48e363b,HttpUrl.java,percentDecode(String encoded),"percentDecode(String encoded, int pos, int limit)"
fada82ca036bad8962f911d83fc325e6f48e363b,HttpUrl.java,percentDecode(String encoded),"percentDecode(Buffer out, String encoded, int pos, int limit)"
fada82ca036bad8962f911d83fc325e6f48e363b,HttpUrl.java,"percentDecode(String encoded, int pos, int limit)","percentDecode(Buffer out, String encoded, int pos, int limit)"
fada82ca036bad8962f911d83fc325e6f48e363b,HttpUrl.java,"percentDecode(Buffer out, String encoded, int pos, int limit)","percentDecode(String encoded, int pos, int limit)"
53ebedf932b71bed7b05220e31b24388301168a4,HttpUrl.java,"percentDecode(String encoded, boolean query)",percentDecode(String encoded)
53ebedf932b71bed7b05220e31b24388301168a4,HttpUrl.java,"percentDecode(String encoded, boolean query)","percentDecode(String encoded, int pos, int limit)"
53ebedf932b71bed7b05220e31b24388301168a4,HttpUrl.java,"percentDecode(String encoded, boolean query)","percentDecode(Buffer out, String encoded, int pos, int limit)"
53ebedf932b71bed7b05220e31b24388301168a4,HttpUrl.java,"percentDecode(String encoded, int pos, int limit, boolean query)",percentDecode(String encoded)
53ebedf932b71bed7b05220e31b24388301168a4,HttpUrl.java,"percentDecode(String encoded, int pos, int limit, boolean query)","percentDecode(String encoded, int pos, int limit)"
53ebedf932b71bed7b05220e31b24388301168a4,HttpUrl.java,"percentDecode(Buffer out, String encoded, int pos, int limit, boolean query)",percentDecode(String encoded)
53ebedf932b71bed7b05220e31b24388301168a4,HttpUrl.java,"percentDecode(Buffer out, String encoded, int pos, int limit, boolean query)","percentDecode(String encoded, int pos, int limit)"
53ebedf932b71bed7b05220e31b24388301168a4,HttpUrl.java,"percentDecode(Buffer out, String encoded, int pos, int limit, boolean query)","percentDecode(Buffer out, String encoded, int pos, int limit)"
c4498267504fef9d5c27a6442d8263b47372c50d,HttpUrl.java,percentDecode(String encoded),"percentDecode(String encoded, boolean query)"
c4498267504fef9d5c27a6442d8263b47372c50d,HttpUrl.java,percentDecode(String encoded),"percentDecode(String encoded, int pos, int limit, boolean query)"
c4498267504fef9d5c27a6442d8263b47372c50d,HttpUrl.java,percentDecode(String encoded),"percentDecode(Buffer out, String encoded, int pos, int limit, boolean query)"
c4498267504fef9d5c27a6442d8263b47372c50d,HttpUrl.java,"percentDecode(String encoded, int pos, int limit)","percentDecode(String encoded, boolean query)"
c4498267504fef9d5c27a6442d8263b47372c50d,HttpUrl.java,"percentDecode(String encoded, int pos, int limit)","percentDecode(String encoded, int pos, int limit, boolean query)"
c4498267504fef9d5c27a6442d8263b47372c50d,HttpUrl.java,"percentDecode(String encoded, int pos, int limit)","percentDecode(Buffer out, String encoded, int pos, int limit, boolean query)"
c4498267504fef9d5c27a6442d8263b47372c50d,HttpUrl.java,"percentDecode(Buffer out, String encoded, int pos, int limit)","percentDecode(String encoded, boolean query)"
c4498267504fef9d5c27a6442d8263b47372c50d,HttpUrl.java,"percentDecode(Buffer out, String encoded, int pos, int limit)","percentDecode(Buffer out, String encoded, int pos, int limit, boolean query)"
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(String encoded, boolean plusIsSpace)",percentDecode(String encoded)
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(String encoded, boolean plusIsSpace)",percentDecode(List<String> list)
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(String encoded, boolean plusIsSpace)","percentDecode(String encoded, int pos, int limit)"
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(String encoded, boolean plusIsSpace)","percentDecode(Buffer out, String encoded, int pos, int limit)"
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(List<String> list, boolean plusIsSpace)",percentDecode(String encoded)
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(List<String> list, boolean plusIsSpace)",percentDecode(List<String> list)
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(List<String> list, boolean plusIsSpace)","percentDecode(String encoded, int pos, int limit)"
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(List<String> list, boolean plusIsSpace)","percentDecode(Buffer out, String encoded, int pos, int limit)"
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(String encoded, int pos, int limit, boolean plusIsSpace)",percentDecode(String encoded)
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(String encoded, int pos, int limit, boolean plusIsSpace)",percentDecode(List<String> list)
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(String encoded, int pos, int limit, boolean plusIsSpace)","percentDecode(String encoded, int pos, int limit)"
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(Buffer out, String encoded, int pos, int limit, boolean plusIsSpace)",percentDecode(String encoded)
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(Buffer out, String encoded, int pos, int limit, boolean plusIsSpace)",percentDecode(List<String> list)
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(Buffer out, String encoded, int pos, int limit, boolean plusIsSpace)","percentDecode(String encoded, int pos, int limit)"
0b1d20c47cc608aa0a68dabd4f105adb6b690afe,HttpUrl.java,"percentDecode(Buffer out, String encoded, int pos, int limit, boolean plusIsSpace)","percentDecode(Buffer out, String encoded, int pos, int limit)"
38df77497a98ed67a9fc7bcea263f4641d1e615b,RealWebSocket.java,"peerClose(int code, String reason)","peerClose(int code, String reason, boolean writeCloseResponse)"
457fb428a729c50c562822571ea9b13e689648f3,Connection.java,"createTunnel(int readTimeout, int writeTimeout)","createTunnel(int readTimeout, int writeTimeout, Request request)"
529c4a36bb21b3fb7717c27f8a31c39c1b603e9d,RequestLine.java,"get(Request request, Proxy.Type proxyType)","get(Request request, Proxy.Type proxyType, Protocol protocol)"
4ae314a1f21d07ee5dbad024bc098182219e9e07,ConnectionPool.java,"get(Address address, StreamAllocation streamAllocation)",get(Address address)
c099f69d0b7198a40e4a6373ae564b65d04363ef,ConnectionPoolTest.java,"newConnection(ConnectionPool pool, Route route, long idleAtNanos)","newConnection(Route route, long idleAtNanos)"
b0f2dbb3cb16caae9236eabb29935e5880d2172b,Cache.java,response(DiskLruCache.Snapshot snapshot),"response(Request request, DiskLruCache.Snapshot snapshot)"
3b44fa37675c1d68298283ae4b8b45cd5771888d,StreamAllocation.java,"streamFinished(boolean noNewStreams, HttpStream stream)",streamFinished(HttpStream stream)
98ae0fb92c9335ec17f8710376183e18f5edd355,URLConnectionTest.java,createSocket(),"createSocket(InetAddress host, int port)"
98ae0fb92c9335ec17f8710376183e18f5edd355,URLConnectionTest.java,createSocket(),"createSocket(String host, int port)"
98ae0fb92c9335ec17f8710376183e18f5edd355,URLConnectionTest.java,"createSocket(InetAddress host, int port)",createSocket()
98ae0fb92c9335ec17f8710376183e18f5edd355,URLConnectionTest.java,"createSocket(String host, int port)",createSocket()
32fb79996c68241b5f4fba4670b99c7f03b65aa0,CookiesTest.java,get(HttpUrl url),"get(MockWebServer server, String path)"
cc70a10177811ae9b6ffaba7315952354a5d64a4,WebSocketWriter.java,"newMessageSink(int formatOpcode, long contentLength)",newMessageSink(int formatOpcode)
7ceaa2387f0be853222f5a1496f1f743fa6f8c6d,Util.java,"hostHeader(HttpUrl url, boolean includeDefaultPort)",hostHeader(HttpUrl url)
51e4e39842596ece3d0d2c327911a7702607cb3e,HttpEngine.java,"recover(IOException e, boolean routeException, Sink requestBodyOut)","recover(IOException e, Sink requestBodyOut)"
51e4e39842596ece3d0d2c327911a7702607cb3e,HttpEngine.java,"recover(IOException e, boolean routeException, Sink requestBodyOut)",recover(IOException e)
51e4e39842596ece3d0d2c327911a7702607cb3e,HttpEngine.java,"recover(IOException e, boolean routeException)",recover(IOException e)
51e4e39842596ece3d0d2c327911a7702607cb3e,StreamAllocation.java,"recover(IOException e, boolean routeException, Sink requestBodyOut)","recover(IOException e, Sink requestBodyOut)"
51e4e39842596ece3d0d2c327911a7702607cb3e,StreamAllocation.java,"isRecoverable(IOException e, boolean routeException)",isRecoverable(IOException e)
4f24a30c12032b7033884a630696014afd3e77cb,Platform.java,"log(int level, String message, Throwable t)",log(String message)
0f5c5c6431cfe7e5227d90fc08e822cd3b2cec9f,HttpEngine.java,"recover(IOException e, boolean routeException)","recover(IOException e, boolean routeException, Sink requestBodyOut)"
576408374d58a3e9a63714b6f7761cb42a315102,HttpEngine.java,"recover(IOException e, boolean routeException, Response userResponse)","recover(IOException e, boolean routeException)"
576408374d58a3e9a63714b6f7761cb42a315102,HttpEngine.java,"sameConnection(Response response, HttpUrl followUp)",sameConnection(HttpUrl followUp)
15a5bc40a4520d935bbc02a3552f51dda77fcc9c,HttpEngine.java,"proceed(Request userRequest, RealInterceptorChain chain)",proceed(Request userRequest)
0c04821a25c83fddebb29e8cd590609142ba20a2,Http2ConnectionTest.java,connection(MockHttp2Peer peer),"connection(MockSpdyPeer peer, Variant variant)"
3d43a8dba89ccd7333c3ebcf74928e441790d943,Http2Connection.java,"newStream(
       int associatedStreamId, List<Header> requestHeaders, boolean out)","newStream(List<Header> requestHeaders, boolean out)"
508eb90b3c8d494686651bc423838f5750f60c92,WebSocketRecorder.java,assertFailure(Throwable t),"assertFailure(Class<? extends IOException> cls, String message)"
40dddb9dcf8ba654e16f6497020043b38b6d22a1,AutobahnTester.java,"newWebSocket(String path, NewWebSocket.Listener listener)",newWebSocket(String path)
40dddb9dcf8ba654e16f6497020043b38b6d22a1,SlackApi.java,"rtm(HttpUrl url, NewWebSocket.Listener listener)",rtm(HttpUrl url)
c8dbccea5e8e724a799eea4dcf5abde511f4750c,WebSocketProtocol.java,validateCloseCode(int code),"validateCloseCode(int code, boolean argument)"
55e3ea0422e36c64c70a8381b4c8fcc007a6eaaf,Http2Reader.java,"nextFrame(boolean requireSettings, Handler handler)",nextFrame(Handler handler)
81c7461c98f2228c3bb1a0c80fb803b5ea2e47f0,RealConnection.java,"isEligible(Address address, Route route)",isEligible(Address address)
e786a376426b938738d3333f52891c68339ae187,Util.java,"indexOf(Comparator<String> comparator, String[] array, String value)","indexOf(T[] array, T value)"
3b878299e7ab60e92669ddb9c222cbfda67ff038,Http1Codec.java,"endOfInput(boolean reuseConnection, IOException e)",endOfInput(boolean reuseConnection)
9b0d19f913465483d0942558eb21e37868040050,StreamAllocation.java,"streamFinished(boolean noNewStreams, HttpCodec codec, long bytesRead, IOException e)","streamFinished(boolean noNewStreams, HttpCodec codec)"
77471444ec81ad9452ebde7ca2b58db58a1f77d1,StreamAllocation.java,"acquire(RealConnection connection, boolean reportedAcquired)",acquire(RealConnection connection)
8e1e9078c823beb77b95776b3cc6a6a4da4d7a07,Credentials.java,"basic(String username, String password)","basic(String userName, String password, Charset charset)"
8e1e9078c823beb77b95776b3cc6a6a4da4d7a07,Credentials.java,"basic(String username, String password, Charset charset)","basic(String userName, String password)"
0aa5723dc8ff924abd2c9fa8e03a4f20d0f08580,RetryAndFollowUpInterceptor.java,"followUpRequest(Response userResponse, Connection connection)",followUpRequest(Response userResponse)
2e85e1ecf7dc11644132a0c8eccf6641d9ed22af,WebSocketProtocol.java,"toggleMask(Buffer.UnsafeCursor cursor, byte[] key)","toggleMask(byte[] buffer, long byteCount, byte[] key, long frameBytesRead)"
36f4fd04f74323c137ca6ac1b464e9f5f04f33bf,MediaTypeTest.java,"assertInvalid(String string, String exceptionMessage)",assertInvalid(String string)
0b2486f7f32fbe21c8630f330d240546a15beb66,DnsOverHttps.java,"buildRequest(String hostname, int type)",buildRequest(ByteString query)
0b2486f7f32fbe21c8630f330d240546a15beb66,DnsOverHttpsTest.java,"buildLocalhost(OkHttpClient bootstrapClient, boolean includeIPv6)",buildLocalhost(OkHttpClient bootstrapClient)
9f9903e7a36a6b2d7944dc12bac4344b68643d8f,Dispatcher.java,"finished(Deque<T> calls, T call)","finished(Deque<T> calls, T call, boolean promoteCalls)"
46ec605734bacc90552643f7bba1b8b6ae09ee0f,Transmitter.java,createRequestBody(Request request),"createRequestBody(Request request, long contentLength)"
626a710f150723bcc08e3b7f3de7d2a4f9f49615,StreamAllocation.java,"deallocate(boolean released, boolean streamFinished)","deallocate(boolean noNewStreams, boolean released, boolean streamFinished)"
7b4b7fecb23a3e18733e150bd0100f7b2bdd5632,Transmitter.java,acquireConnection(RealConnection connection),"acquireConnection(RealConnection connection, boolean reportedAcquired)"
7b4b7fecb23a3e18733e150bd0100f7b2bdd5632,StreamAllocation.java,transmitterAcquireConnection(RealConnection connection),"transmitterAcquireConnection(RealConnection connection, boolean reportedAcquired)"
e6cfc2a508779c6a32cbbef5885fb43951cea055,Exchange.java,"createRequestBody(Request request, boolean duplex)",createRequestBody(Request request)
4aca390e594f2683977384e05deb87ab9b4c2c07,URLConnectionTest.java,"assertContent(String expected, Response response, int limit)","assertContent(String expected, HttpURLConnection connection)"
283418b2bc079108cbe3599f06a4ebfa7211e319,UrlComponentEncodingTester.java,"testEncodeAndDecode(int codePoint, String codePointString, Component component)","testEncodeAndDecode(int codePoint, Component component)"
